Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,HasLotFrontage,HasCentralAir,HasAlley,HasLandContour,ElectricalOk,HasMasVnr,HasGarageYr,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,Condition_Feedr,Condition_PosN,Condition_Artery,Condition_RRAe,Condition_RRNn,Condition_RRAn,Condition_PosA,Condition_RRNe,Exterior_VinylSd,Exterior_MetalSd,Exterior_Wd.Sdng,Exterior_HdBoard,Exterior_BrkFace,Exterior_WdShing,Exterior_CemntBd,Exterior_Plywood,Exterior_AsbShng,Exterior_Stucco,Exterior_BrkComm,Exterior_AsphShn,Exterior_Stone,Exterior_ImStucc,Exterior_CBlock,Exterior_Wd.Shng,Exterior_CmentBd,Exterior_Brk.Cmn,Exterior_Other,SalePriceLog,MiscValLog,YrMoSold,newer_dwelling,SaleCondition_PriceDown,HouseDirectModifiedAfterBuilt,HouseDirectSoldAfterBuilt,HouseIsModified,GarageDirectBuilt,TotalSquareFootage,TotalBaths,TotalBsmtSpace,YrMoSoldCount
154,20,RL,-1.72562055202678,0.422525463262662,Pave,NONE,Lvl,Inside,Gtl,ClearCr,1Fam,1Story,6,7,1960,1975,Flat,CompShg,None,-0.567015949674981,CBlock,-0.0269401922012226,6.09183558605918,-1.0638530456824,1.24835973486938,GasA,SBrkr,0.235583746499498,-0.785025043886639,-0.101197016502059,-0.491654889505917,1,0,1,0,-2.26152963504441,-0.207698474525451,-1.56236594448683,0.623631660646747,Attchd,1960,2,0.423609981850236,2.49231556783683,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,3,2008,WD,Normal,0,1,0,0,1,1,1,1,2,2,3,2,3,4,3,3,7,4,5,2,3,3,4,0,2,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.3673407931263,2.30258509299405,200803,1,0,0,0,1,1,0.756704845363463,2,0.03282176765783,35
155,30,RM,0.783647314222135,0.148610022396549,Pave,NONE,Lvl,Corner,Gtl,OldTown,1Fam,1Story,6,5,1923,1950,Gable,CompShg,None,-0.567015949674981,BrkTil,-0.968704544391867,-0.293025279752882,1.4548289741379,0.336887974863223,GasA,FuseA,0.103030392653556,-0.785025043886639,-0.101197016502059,-0.594428927719906,0,0,1,0,1.38565545042224,-0.207698474525451,0.349545539005509,-0.924311211315714,Detchd,1923,1,-0.745770278928738,-0.740760408320604,-0.702842766617084,3.18996329882706,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,3,2006,WD,Family,1,1,0,0,0,1,1,1,2,2,2,2,3,0,2,2,7,1,1,2,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7360690162844,2.30258509299405,200603,0,1,0,0,1,1,-0.257540952856684,1,-0.00986439332467932,51
156,50,RL,0.0667136381510165,-0.0720440827455964,Pave,NONE,Lvl,Corner,Gtl,Edwards,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,None,-0.567015949674981,BrkTil,-0.968704544391867,-0.293025279752882,0.0259831670492364,-1.08700323231058,Grav,FuseF,-1.49780626533204,0.437480205602335,-0.101197016502059,-0.799977004147885,0,0,1,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,NONE,0,0,-2.19357441132175,-0.740760408320604,-0.584436369817034,1.63313696156419,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,4,2008,WD,Normal,1,0,0,0,0,1,0,1,2,2,1,2,3,0,0,0,7,1,1,0,3,3,1,0,0,-0.351385219500379,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2772031314492,2.30258509299405,200804,0,0,0,0,1,0,-1.88698023645846,1,0.0318284659256915,61
157,20,RL,0.0667136381510165,-0.376394572596832,Pave,NONE,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,1950,Hip,CompShg,None,-0.567015949674981,CBlock,-0.968704544391867,-0.293025279752882,-1.27544963813343,-2.38392324903575,GasA,FuseF,-0.304826080718571,-0.785025043886639,-0.101197016502059,-0.910656737609104,0,0,1,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,1950,2,0.706674251324512,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2006,WD,Normal,1,1,0,0,0,1,1,0,2,2,2,2,0,0,3,3,7,0,0,2,3,3,0,0,1,-4.35279011828428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6036798282387,2.30258509299405,200606,1,0,1,0,1,1,-3.29457998664486,1,0.864691874370711,96
158,60,RL,1.02262520624584,0.232686845217953,Pave,NONE,Lvl,Corner,Gtl,Timber,1Fam,2Story,8,5,2009,2010,Gable,CompShg,BrkFace,-0.0972801855175127,PConc,-0.968704544391867,-0.293025279752882,0.485580066781577,-0.629000009620914,GasA,SBrkr,-0.982887467699733,2.00060714674282,-0.101197016502059,0.923464559748245,0,0,2,1,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,BuiltIn,2009,3,0.961896133637383,-0.740760408320604,0.407217203383386,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,5,2010,New,Partial,1,1,0,0,1,1,1,1,2,3,4,4,3,4,3,3,7,1,1,2,3,3,1,0,3,1.98276763812356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5043236693312,2.30258509299405,201005,0,0,1,1,1,1,0.294464550127331,2.5,-0.103925914751768,79
159,60,FV,1.26160309826955,0.302307019771423,Pave,NONE,Lvl,Corner,Gtl,Somerst,1Fam,2Story,7,5,2004,2005,Gable,CompShg,None,-0.567015949674981,PConc,-0.48135795654496,-0.293025279752882,0.474203905897113,-0.136986646632516,GasA,SBrkr,-0.429732125688785,1.44534712884515,-0.101197016502059,0.881959659700288,0,0,2,1,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,2004,2,0.952615337916915,-0.740760408320604,1.31006597898377,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdWo,NONE,5,2010,WD,Normal,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,6,1,2,3,3,1,0,2,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4486265903642,2.30258509299405,201005,0,0,1,0,1,1,0.744973013067772,2.5,-0.00360164122761308,79
160,60,RL,2.2772591393703,1.16793053798998,Pave,NONE,HLS,Corner,Gtl,Gilbert,1Fam,2Story,7,5,2005,2006,Gable,CompShg,BrkFace,1.98297819860842,PConc,-0.843575015079823,-0.293025279752882,1.76198531801842,0.772217770687059,GasA,SBrkr,0.592458160700109,1.71131201136756,-0.101197016502059,1.89981792278114,1,0,2,1,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,Attchd,2006,2,0.479294756173045,1.14849425745354,1.25086278058374,-0.359600750132276,6.56761018600794,-0.285935458023539,-0.0631501734693743,NONE,NONE,3,2006,New,Partial,1,1,0,1,1,1,1,1,2,3,4,3,3,4,3,3,7,6,1,2,3,2,2,0,2,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6760762747759,2.30258509299405,200603,0,0,1,1,1,1,2.6720356934682,3.5,0.0203030837528495,51
161,20,RL,-1.72562055202678,0.12071122749352,Pave,NONE,Lvl,CulDSac,Gtl,Veenker,1Fam,1Story,6,6,1984,1984,Gable,CompShg,None,-0.567015949674981,PConc,0.480163689747586,-0.293025279752882,0.0259831670492364,0.409442940833862,GasA,SBrkr,0.184601687327982,-0.785025043886639,-0.101197016502059,-0.531183365742067,0,0,2,0,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,1984,2,0.200870884559003,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2008,WD,Normal,0,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,4,1,2,3,2,1,0,1,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.9984332807519,2.30258509299405,200806,1,0,1,0,1,1,-0.121740424908205,2,0.0107650388728645,108
162,60,RL,1.56032546329918,0.446366251634342,Pave,NONE,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2003,2004,Gable,CompShg,BrkFace,3.14613342414119,PConc,1.26167443422281,-0.293025279752882,-0.010420547781048,1.18033945427191,GasA,SBrkr,1.05129669324375,1.77197066878496,-0.101197016502059,2.30696122801349,1,0,2,1,0.169927088600022,-0.207698474525451,2.26145702249785,2.17157453260921,BuiltIn,2003,3,1.17535443520815,2.42117208669889,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,3,2008,WD,Normal,1,1,0,0,1,1,1,1,2,3,4,4,3,4,3,3,7,6,1,2,3,2,3,0,3,1.98276763812356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9299914847569,2.30258509299405,200803,0,0,1,0,1,1,3.48730068228539,3.5,0.19502043819799,35
163,20,RL,1.11224191575473,0.255386319252691,Pave,NONE,Lvl,Corner,Gtl,NridgHt,1Fam,1Story,7,5,2005,2005,Gable,CompShg,BrkFace,0.696796939605826,PConc,1.66779659076189,-0.293025279752882,-0.501870697989887,1.11005183098785,GasA,SBrkr,0.972274501527903,-0.785025043886639,-0.101197016502059,0.0795315921064473,0,0,2,0,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,2005,2,0.275117250322748,-0.740760408320604,0.333213205383354,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,5,2010,New,Partial,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,4,1,2,3,3,2,0,2,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3013828253345,2.30258509299405,201005,1,0,1,0,1,1,1.1895834230943,2,0.0291853880473356,79
164,45,RL,-0.0826475443637997,-0.591976169574791,Pave,NONE,Lvl,Inside,Gtl,OldTown,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,None,-0.567015949674981,CBlock,-0.968704544391867,-0.293025279752882,0.731305141885997,-0.384126999470006,GasA,SBrkr,-0.707584348173547,-0.785025043886639,-0.101197016502059,-1.22293169987469,0,0,1,0,-2.26152963504441,-0.207698474525451,-1.56236594448683,-0.924311211315714,NONE,0,0,-2.19357441132175,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,MnPrv,NONE,4,2007,WD,Normal,1,1,0,0,1,1,0,1,2,2,4,2,3,0,0,0,7,1,1,2,3,3,1,0,0,-0.351385219500379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5444241320296,2.30258509299405,200704,0,0,1,0,1,0,-1.60705869934469,1,0.0112475959135658,50
165,40,RM,-0.530731091908249,-0.604657439985259,Pave,Pave,Lvl,Corner,Gtl,OldTown,1Fam,1Story,6,7,1926,2004,Gable,CompShg,None,-0.567015949674981,BrkTil,-0.156460231313689,-0.293025279752882,0.496956227666041,0.221253497847516,GasA,FuseA,-0.0269738582338094,0.30449776434113,-0.101197016502059,0.227763377992009,0,0,2,0,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,1926,1,-1.1912484735112,-0.740760408320604,-0.702842766617084,2.48939144705877,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,10,2007,WD,Normal,1,1,1,0,0,1,1,1,3,2,3,3,3,0,3,3,7,2,1,2,3,3,2,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9316357998284,2.30258509299405,200710,0,0,0,0,1,1,0.449016875839525,2,-0.00647850825816832,41
166,190,RL,0.126458111156943,-0.00787685446862755,Pave,NONE,Lvl,Inside,Gtl,Edwards,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,None,-0.567015949674981,BrkTil,-0.198170074417703,0.777030106091547,-1.02062363432144,-0.923754558876637,GasA,SBrkr,-0.896217967108156,0.491139787163874,-0.101197016502059,-0.288083236889745,1,0,2,0,1.38565545042224,4.45593111885755,-0.287758288825272,-0.924311211315714,NONE,0,0,-2.19357441132175,0.365915964936219,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,9,2008,WD,Normal,1,1,0,0,1,1,0,1,3,2,3,2,3,0,0,0,7,5,3,2,3,3,1,0,0,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7558716435806,2.30258509299405,200809,0,0,0,0,1,0,-1.21183779576638,3,0.0270483928906171,35
167,20,RL,-1.72562055202678,0.0684643934023907,Pave,NONE,Lvl,Inside,Gtl,ClearCr,1Fam,1Story,5,5,1955,1993,Hip,CompShg,None,-0.567015949674981,CBlock,-0.136702937211787,4.24732022482458,-0.206090514993827,1.28236987516812,GasA,FuseA,1.80328206602361,-0.785025043886639,-0.101197016502059,0.723845754755689,1,0,1,0,-1.04580127322219,-0.207698474525451,0.349545539005509,3.71951740457167,Attchd,1955,1,-0.787533859670844,3.02193926075259,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.24189108891672,-0.0631501734693743,GdWo,NONE,11,2009,COD,Normal,0,1,0,0,0,1,1,1,2,3,4,2,3,4,3,3,7,2,4,2,3,2,1,0,3,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1547793511426,2.30258509299405,200911,1,0,0,0,1,1,2.00621562992381,2,-0.0375489829861517,37
168,60,RL,0.843391787228061,0.0499497386031072,Pave,NONE,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2007,2007,Gable,CompShg,Stone,1.11061177945883,PConc,1.85878376708028,-0.293025279752882,-0.606531378126955,1.20301288113773,GasA,SBrkr,1.14816260566963,0.500471888305011,-0.101197016502059,1.30491435542709,1,0,1,1,0.169927088600022,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,2007,3,1.46769950040289,0.666299551963071,1.07325318538367,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,11,2007,New,Partial,1,1,0,0,1,1,1,1,2,3,4,4,3,4,3,3,7,6,1,2,3,3,1,0,3,1.98276763812356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6934986204678,2.30258509299405,200711,0,0,1,1,1,1,2.50792723656482,2.5,0.19876663309711,41
169,60,RL,0.126458111156943,-0.244002109511545,Pave,NONE,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,-0.567015949674981,PConc,-0.968704544391867,-0.293025279752882,0.6357453904565,-0.479355392306471,GasA,SBrkr,-0.81464667243373,1.26803720716355,-0.101197016502059,0.433311454419988,0,0,2,1,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,2004,2,-0.151799352818783,0.0497227154342694,0.00759561418321662,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,5,2007,WD,Normal,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,1,1,2,3,2,1,0,3,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1199699464768,2.30258509299405,200705,0,0,1,0,1,1,-0.0460439378864828,2.5,-0.012603171083099,89
170,20,RL,-1.72562055202678,0.824394922570397,Pave,NONE,Lvl,Corner,Gtl,Timber,1Fam,1Story,8,6,1981,1981,Hip,WdShake,BrkFace,3.08462040740629,CBlock,-0.968704544391867,-0.293025279752882,2.56059181210779,1.43881652054231,GasA,SBrkr,1.39542559265148,-0.785025043886639,-0.101197016502059,0.40761794486649,0,0,2,1,-1.04580127322219,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,1981,2,0.177668895257833,3.79661272203237,0.244408407783317,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,1,2006,WD,Normal,0,1,0,0,1,1,1,1,2,3,2,2,3,3,3,3,7,1,1,2,3,2,1,0,2,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.3371009079366,2.30258509299405,200601,1,0,1,0,1,1,1.8464344654088,2.5,0.0378292412198221,18
171,50,RM,-1.72562055202678,0.277705355175115,Pave,NONE,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,None,-0.567015949674981,CBlock,-0.178412780315802,-0.293025279752882,-0.456366054452032,-0.751436514696368,GasA,SBrkr,-0.778959231013669,-0.785025043886639,11.2808419631011,-0.234719793970943,0,0,1,1,-1.04580127322219,-0.207698474525451,0.349545539005509,-0.924311211315714,Detchd,1991,2,0.869088176432703,1.13268459497845,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,5,2007,WD,Normal,0,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,3,1,2,3,2,1,0,1,-0.351385219500379,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7636841833174,2.30258509299405,200705,0,0,0,0,1,0,-0.986156308667312,1.5,0.0220027602424831,89
172,20,RL,2.48636479489104,2.73939356725519,Pave,NONE,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Stone,0.0592984025349766,CBlock,0.434063336843149,-0.293025279752882,-0.272072248123717,0.0648068524733249,GasA,SBrkr,1.26542134176412,-0.785025043886639,-0.101197016502059,0.306820330464309,1,0,1,0,0.169927088600022,-0.207698474525451,0.349545539005509,2.17157453260921,Attchd,1960,2,0.256555658881811,0.91925415156463,0.214806808583304,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,5,2010,WD,Normal,1,1,0,0,1,1,1,1,2,2,1,2,4,4,3,3,7,4,1,1,3,2,4,0,3,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.2783933071098,2.30258509299405,201005,1,0,1,0,1,1,0.371627182937633,2,-0.00189760493288872,79
173,160,RL,-0.411242145896396,-0.616577834171099,Pave,NONE,Lvl,Inside,Gtl,StoneBr,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,None,-0.567015949674981,PConc,0.117946631212723,0.978034985200445,-0.470017447513389,0.0285293694880052,GasA,SBrkr,-0.243647609712752,0.855091731668225,-0.101197016502059,0.52620337357494,1,0,2,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,1987,2,0.145186110236195,2.74527016743839,-0.184814780616865,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2006,WD,Normal,1,1,0,0,1,1,1,1,3,3,3,3,4,3,4,3,7,6,3,2,3,2,1,0,2,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3842188309136,2.30258509299405,200606,0,0,1,0,1,1,0.554732743062945,3,0.000750091748880115,96
174,20,RL,0.664158368210282,0.00366310160489847,Pave,NONE,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1961,1961,Gable,CompShg,BrkCmn,2.17870143367403,CBlock,-0.336471133131015,1.918028390445,0.317212885691512,0.704197490089585,GasA,SBrkr,0.515985071942835,-0.785025043886639,-0.101197016502059,-0.274248270207093,1,0,1,1,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,1961,2,0.145186110236195,-0.740760408320604,-0.406826774616959,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2008,COD,Normal,1,1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,7,5,3,2,3,2,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0015054797889,2.30258509299405,200806,1,0,1,0,1,1,0.429949219882491,2.5,-0.0206195576535966,108
175,20,RL,-0.321625436387506,0.285060492013187,Pave,NONE,Lvl,Inside,Gtl,Timber,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Stone,0.171140251143897,CBlock,2.10026180610352,0.936651627736848,-1.27544963813343,1.25742910561571,GasA,SBrkr,1.25267582697124,-0.785025043886639,-0.101197016502059,0.296938211405271,1,0,2,0,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,1986,2,0.664910670582406,0.776967189288753,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,11,2008,WD,Normal,1,1,0,0,1,1,1,1,2,2,2,2,2,3,3,3,5,5,2,2,3,2,1,0,3,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.1226910365911,2.30258509299405,200811,1,0,1,0,1,1,1.55436731702098,3,0.0330602187798296,34
176,20,RL,0.783647314222135,0.310296220130018,Pave,NONE,Lvl,Corner,Gtl,Edwards,1Fam,1Story,6,7,1950,2001,Gable,CompShg,None,-0.567015949674981,CBlock,0.0784320430089194,-0.293025279752882,0.374093690113831,0.341422660236388,GasA,SBrkr,2.54507102696917,-0.785025043886639,-0.101197016502059,1.29898508399167,1,0,2,0,1.38565545042224,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,1950,2,0.479294756173045,-0.740760408320604,-0.273619578216902,0.247561521400241,-0.103330530851366,-0.285935458023539,-0.0631501734693743,MnPrv,NONE,6,2007,WD,Normal,1,1,0,0,1,1,1,1,2,2,2,3,4,4,3,3,7,5,1,2,3,3,3,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.4008167223227,2.30258509299405,200706,1,0,0,0,1,1,1.64040774422806,3,-0.00999717313120917,106
177,60,RL,1.17198638876066,-0.017641432684688,Pave,NONE,Lvl,Corner,Gtl,ClearCr,1Fam,2Story,6,5,1988,1989,Gable,CompShg,BrkFace,0.93166482168456,PConc,0.855552277683717,-0.293025279752882,-0.547375341527743,0.225788183220681,GasA,SBrkr,0.0112626861448276,1.30536561172809,-0.101197016502059,1.10529555043453,0,1,2,1,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,1988,2,0.224072873860173,-0.740760408320604,2.67173954218434,-0.359600750132276,-0.103330530851366,3.1319708589661,-0.0631501734693743,NONE,NONE,9,2007,WD,Normal,1,1,0,0,1,1,1,1,2,3,2,2,3,3,3,3,7,6,1,2,3,2,1,0,1,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.2596134124582,2.30258509299405,200709,0,0,1,0,1,1,1.33108373365521,3,0.005936403652372,39
178,50,RL,-1.72562055202678,0.441547368878364,Pave,NONE,Lvl,Inside,Gtl,Sawyer,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,None,-0.567015949674981,CBlock,-0.843575015079823,2.31412624045371,-0.0149710121348336,0.00132125724901543,GasA,SBrkr,0.235583746499498,0.773435846683274,-0.101197016502059,0.828596216781485,1,0,2,0,1.38565545042224,-0.207698474525451,0.98684936683629,0.623631660646747,Attchd,1958,2,-0.100754976356208,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,7,2006,WD,Normal,0,1,0,0,1,1,1,1,3,3,4,3,3,4,3,3,7,5,4,2,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0581525154536,2.30258509299405,200607,0,0,1,0,1,1,0.829917474030501,3,-3.86876414709181E-05,120
179,20,RL,0.156330347659906,0.920011701465327,Pave,NONE,Lvl,CulDSac,Gtl,StoneBr,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stone,3.61586918829866,PConc,3.21106078561043,-0.293025279752882,-0.565577198942885,2.64050814443102,GasA,SBrkr,2.73880285182093,-0.785025043886639,-0.101197016502059,1.44919329368904,1,0,2,0,-2.26152963504441,-0.207698474525451,1.62415319466707,0.623631660646747,Attchd,2009,3,3.21712949371112,-0.740760408320604,0.185205209383292,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,7,2009,New,Partial,1,1,0,0,1,1,1,1,2,4,4,4,3,4,3,3,7,6,1,2,3,2,1,0,3,1.98276763812356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1260306447518,2.30258509299405,200907,1,0,1,1,1,1,4.08970143812006,3,0.436275389701304,110
180,30,RM,0.0667136381510165,-0.209001803178652,Pave,NONE,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,6,1923,2006,Gable,CompShg,None,-0.567015949674981,CBlock,-0.968704544391867,-0.293025279752882,0.926975109098775,-0.189135528423913,GasA,SBrkr,-0.488361493736028,-0.785025043886639,-0.101197016502059,-1.05295925205924,0,0,1,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,1935,2,0.0338165615905783,-0.740760408320604,-0.702842766617084,2.5049597104314,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,7,2007,WD,Normal,1,1,0,0,1,1,1,1,2,3,2,2,3,0,2,3,7,1,1,0,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5129254649702,2.30258509299405,200707,0,0,0,0,1,0,-1.24209478048316,1,0.0055380642327825,107
